img1_path,img2_path,label
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nick_Nolte\Nick_Nolte_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Patty_Sheehan\Patty_Sheehan_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Frank_Dunham_Jr\Frank_Dunham_Jr_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Frank_Dunham_Jr\Frank_Dunham_Jr_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jason_Kidd\Jason_Kidd_0007.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jason_Kidd\Jason_Kidd_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Stan_Heath\Stan_Heath_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Stan_Heath\Stan_Heath_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Juan_Carlos_Ferrero\Juan_Carlos_Ferrero_0028.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Juan_Carlos_Ferrero\Juan_Carlos_Ferrero_0008.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Oscar_Elias_Biscet\Oscar_Elias_Biscet_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Oscar_Elias_Biscet\Oscar_Elias_Biscet_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Priscilla_Presley\Priscilla_Presley_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Priscilla_Presley\Priscilla_Presley_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jamling_Norgay\Jamling_Norgay_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Katie_Harman\Katie_Harman_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Chan_Gailey\Chan_Gailey_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Chan_Gailey\Chan_Gailey_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dunn_Lampton\Dunn_Lampton_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Juan_Francisco_Palencia\Juan_Francisco_Palencia_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kim_Jong-Il\Kim_Jong-Il_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Anthony_Fauci\Anthony_Fauci_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Parris_Glendening\Parris_Glendening_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bill_Belichick\Bill_Belichick_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dule_Hill\Dule_Hill_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\James_Kelly\James_Kelly_0009.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Vagit_Alekperov\Vagit_Alekperov_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\James_May\James_May_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Evgeni_Plushenko\Evgeni_Plushenko_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Zydrunas_Ilgauskas\Zydrunas_Ilgauskas_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gary_Bauer\Gary_Bauer_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Joe_Paterno\Joe_Paterno_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Hagee\Michael_Hagee_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rick_Dinse\Rick_Dinse_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nora_Bendijo\Nora_Bendijo_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Melissa_Gilbert\Melissa_Gilbert_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jiri_Novak\Jiri_Novak_0010.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jiri_Novak\Jiri_Novak_0005.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dennis_Kucinich\Dennis_Kucinich_0005.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dennis_Kucinich\Dennis_Kucinich_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lou_Reed\Lou_Reed_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Powell\Michael_Powell_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eric_Staal\Eric_Staal_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Deepa_Mehta\Deepa_Mehta_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dolly_Parton\Dolly_Parton_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dolly_Parton\Dolly_Parton_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kirsten_Dunst\Kirsten_Dunst_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Garry_Kasparov\Garry_Kasparov_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nadia_Forte\Nadia_Forte_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gary_Paer\Gary_Paer_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Stephanie_Moore\Stephanie_Moore_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nicolas_Massu\Nicolas_Massu_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gary_Bergeron\Gary_Bergeron_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gary_Bergeron\Gary_Bergeron_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Joseph_Salgado\Joseph_Salgado_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mark_Stuart\Mark_Stuart_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Akhmed_Zakayev\Akhmed_Zakayev_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Akhmed_Zakayev\Akhmed_Zakayev_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Brian_Heidik\Brian_Heidik_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Brian_Heidik\Brian_Heidik_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sheryl_Crow\Sheryl_Crow_0005.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Steny_Hoyer\Steny_Hoyer_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\James_Hughes\James_Hughes_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carla_Del_Ponte\Carla_Del_Ponte_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Oscar_De_La_Hoya\Oscar_De_La_Hoya_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Oscar_De_La_Hoya\Oscar_De_La_Hoya_0005.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lindsay_Benko\Lindsay_Benko_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lindsay_Benko\Lindsay_Benko_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\James_Hakett\James_Hakett_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ricky_Cottrill\Ricky_Cottrill_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bill_Simon\Bill_Simon_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Zumrati_Juma\Zumrati_Juma_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lisa_Stansfield\Lisa_Stansfield_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Laura_Pausini\Laura_Pausini_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Wang_Yingfan\Wang_Yingfan_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Phil_McGraw\Phil_McGraw_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Curtis_Joseph\Curtis_Joseph_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Courtney_Cox\Courtney_Cox_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Brian_Kerr\Brian_Kerr_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Matt_Braker\Matt_Braker_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bill_Parcells\Bill_Parcells_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ridley_Scott\Ridley_Scott_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jennifer_Aniston\Jennifer_Aniston_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jennifer_Aniston\Jennifer_Aniston_0014.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Peter_Costello\Peter_Costello_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Peter_Costello\Peter_Costello_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carol_Niedermayer\Carol_Niedermayer_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Luis_Ernesto_Derbez_Bautista\Luis_Ernesto_Derbez_Bautista_0004.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jamie_King\Jamie_King_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Peter_Greenspun\Peter_Greenspun_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Edward_Norton\Edward_Norton_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Edward_Norton\Edward_Norton_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mike_Weir\Mike_Weir_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mike_Weir\Mike_Weir_0010.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rita_Moreno\Rita_Moreno_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rita_Moreno\Rita_Moreno_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eddie_Lucio\Eddie_Lucio_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Roger_Cook\Roger_Cook_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Billy_Sollie\Billy_Sollie_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Billy_Sollie\Billy_Sollie_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\James_Cunningham\James_Cunningham_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\James_Cunningham\James_Cunningham_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Warren_Beatty\Warren_Beatty_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Warren_Beatty\Warren_Beatty_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mark_Dacey\Mark_Dacey_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mark_Dacey\Mark_Dacey_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Diane_Green\Diane_Green_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Diane_Green\Diane_Green_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0030.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0005.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Adrien_Brody\Adrien_Brody_0005.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Adrien_Brody\Adrien_Brody_0007.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jana_Pittman\Jana_Pittman_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Brad_Garrett\Brad_Garrett_0004.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jeffrey_Scott_Postell\Jeffrey_Scott_Postell_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jeffrey_Scott_Postell\Jeffrey_Scott_Postell_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Katie_Harman\Katie_Harman_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Natalie_Williams\Natalie_Williams_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Julia_Tymoshenko\Julia_Tymoshenko_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Julia_Tymoshenko\Julia_Tymoshenko_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Colin_Farrell\Colin_Farrell_0006.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Colin_Farrell\Colin_Farrell_0009.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Philippe_Gagnon\Philippe_Gagnon_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paula_Abdul\Paula_Abdul_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mary_Katherine_Smart\Mary_Katherine_Smart_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Andy_Perez\Andy_Perez_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Aitor_Gonzalez\Aitor_Gonzalez_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Aitor_Gonzalez\Aitor_Gonzalez_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Islam_Karimov\Islam_Karimov_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Yang_Pao-yu\Yang_Pao-yu_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Billy_Gilman\Billy_Gilman_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Leavitt\Michael_Leavitt_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carlos_Ortega\Carlos_Ortega_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carlos_Ortega\Carlos_Ortega_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Diana_Taurasi\Diana_Taurasi_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Diana_Taurasi\Diana_Taurasi_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jerry_Pauley\Jerry_Pauley_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Bob_Geldof\Bob_Geldof_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sue_Guevara\Sue_Guevara_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ronald_White\Ronald_White_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Thomas_Fargo\Thomas_Fargo_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Thomas_Fargo\Thomas_Fargo_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Robby_Ginepri\Robby_Ginepri_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Robby_Ginepri\Robby_Ginepri_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Elisabeth_Schumacher\Elisabeth_Schumacher_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Elisabeth_Schumacher\Elisabeth_Schumacher_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ibrahim_Al-Marashi\Ibrahim_Al-Marashi_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jason_Statham\Jason_Statham_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Amer_al-Saadi\Amer_al-Saadi_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Amer_al-Saadi\Amer_al-Saadi_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ricardo_Lopez_Murphy\Ricardo_Lopez_Murphy_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ricardo_Lopez_Murphy\Ricardo_Lopez_Murphy_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Scott_Wittman\Scott_Wittman_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Keith_Rodriguez\Keith_Rodriguez_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paul-Henri_Mathieu\Paul-Henri_Mathieu_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Paul-Henri_Mathieu\Paul-Henri_Mathieu_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Heizo_Takenaka\Heizo_Takenaka_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Heizo_Takenaka\Heizo_Takenaka_0005.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mick_Jagger\Mick_Jagger_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mick_Jagger\Mick_Jagger_0005.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Karen_Sharpe_Kramer\Karen_Sharpe_Kramer_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Celine_Dion\Celine_Dion_0008.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nora_Bendijo\Nora_Bendijo_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nora_Bendijo\Nora_Bendijo_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Colin_Montgomerie\Colin_Montgomerie_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Colin_Montgomerie\Colin_Montgomerie_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Will_Smith\Will_Smith_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Will_Smith\Will_Smith_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Monique_Garbrecht-Enfeldt\Monique_Garbrecht-Enfeldt_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Monique_Garbrecht-Enfeldt\Monique_Garbrecht-Enfeldt_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Marilyn_Monroe\Marilyn_Monroe_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Marilyn_Monroe\Marilyn_Monroe_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Franz_Muentefering\Franz_Muentefering_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Al_Gore\Al_Gore_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Humberto_Espinoza\Humberto_Espinoza_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gabriel_Hughes\Gabriel_Hughes_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Natalie_Cole\Natalie_Cole_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Natalie_Cole\Natalie_Cole_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ontario_Lett\Ontario_Lett_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mario_Jardel\Mario_Jardel_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Leigh_Winchell\Leigh_Winchell_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jerome_Golmard\Jerome_Golmard_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ted_Turner\Ted_Turner_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Hal_McCoy\Hal_McCoy_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Corinne_Coman\Corinne_Coman_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Corinne_Coman\Corinne_Coman_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Edwina_Currie\Edwina_Currie_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Edwina_Currie\Edwina_Currie_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Moore\Michael_Moore_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Michael_Moore\Michael_Moore_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Edward_Said\Edward_Said_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Edward_Said\Edward_Said_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Edwards\John_Edwards_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Edwards\John_Edwards_0006.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Pierce_Brosnan\Pierce_Brosnan_0006.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Pierce_Brosnan\Pierce_Brosnan_0007.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jose_Serra\Jose_Serra_0008.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jose_Serra\Jose_Serra_0006.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Camilla_Parker_Bowles\Camilla_Parker_Bowles_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Camilla_Parker_Bowles\Camilla_Parker_Bowles_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dick_Cheney\Dick_Cheney_0009.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Dick_Cheney\Dick_Cheney_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Jeffrey_Pfeffer\Jeffrey_Pfeffer_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Raf_Vallone\Raf_Vallone_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Clint_Eastwood\Clint_Eastwood_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Clint_Eastwood\Clint_Eastwood_0006.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Itzhak_Perlman\Itzhak_Perlman_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Fernando_Leon_de_Aranoa\Fernando_Leon_de_Aranoa_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sean_OKeefe\Sean_OKeefe_0005.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sean_OKeefe\Sean_OKeefe_0004.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Vince_Carter\Vince_Carter_0004.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sam_Mendes\Sam_Mendes_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Caroline_Link\Caroline_Link_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nino_DAngelo\Nino_DAngelo_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Andy_North\Andy_North_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Tina_Pisnik\Tina_Pisnik_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\John_Wayne\John_Wayne_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Francois_Pienaar\Francois_Pienaar_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ibrahim_Haddad\Ibrahim_Haddad_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Lyle_Vanclief\Lyle_Vanclief_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Princess_Aiko\Princess_Aiko_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Noelle_Bush\Noelle_Bush_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Alma_Powell\Alma_Powell_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Mark_Hanson\Mark_Hanson_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Surya_Bahadur_Thapa\Surya_Bahadur_Thapa_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Rainer_Gut\Rainer_Gut_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Eduard_Limonov\Eduard_Limonov_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Sheila_Fraser\Sheila_Fraser_0002.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Julio_Iglesias_Jr\Julio_Iglesias_Jr_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Julio_Iglesias_Jr\Julio_Iglesias_Jr_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Juan_Manuel_Marquez\Juan_Manuel_Marquez_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Juan_Manuel_Marquez\Juan_Manuel_Marquez_0003.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carl_Reiner\Carl_Reiner_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Carl_Reiner\Carl_Reiner_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nancy_Reagan\Nancy_Reagan_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nancy_Reagan\Nancy_Reagan_0001.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Greg_Gilbert\Greg_Gilbert_0002.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Gerald_Calabrese\Gerald_Calabrese_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ilan_Ramon\Ilan_Ramon_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Ilan_Ramon\Ilan_Ramon_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Nicolas_Kiefer\Nicolas_Kiefer_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Joy_Bryant\Joy_Bryant_0001.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Theresa_May\Theresa_May_0003.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Theresa_May\Theresa_May_0002.npy,1
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Kim_Dong-tae\Kim_Dong-tae_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Milo_Djukanovic\Milo_Djukanovic_0003.npy,0
TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Infanta_Cristina\Infanta_Cristina_0001.npy,TrainingSet\lfw-deepfunneled\lfw-deepfunneled\Christian_Malcolm\Christian_Malcolm_0001.npy,0
